ID,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,PS_ID,Can_ID,abbreviation,PCN_ID
14NSB_TGA1_CR1TRS,Telangana,Adilabad ,NAGESH SUBHASH BOBATE,M,49,ST,TRS,Car,425762,5085,430847,1386282,CR1,NSB,TG,A1
14NKP_TGA1_HD2INC,Telangana,Adilabad ,NARESH KUMAR POOJALA,M,37,ST,INC,Hand,257994,1563,259557,1386282,HD2,NKP,TG,A1
14RR_TGA1_BE3TDP,Telangana,Adilabad ,RATHOD RAMESH,M,48,ST,TDP,Bicycle,182879,1319,184198,1386282,BE3,RR,TG,A1
14RGB_TGA1_ET4BSP,Telangana,Adilabad ,RATHOD GOVINDBHAI BHIKHABHAI,M,55,ST,BSP,Elephant,94363,57,94420,1386282,ET4,RGB,TG,A1
14NR_TGA1_AW5IND,Telangana,Adilabad ,NETHAWATH RAMDAS,M,44,ST,IND,Auto- Rickshaw,41028,4,41032,1386282,AW5,NR,TG,A1
14NKM_TGA1_BT6IND,Telangana,Adilabad ,NAMBALLA KRISHNA MOHAN,M,33,ST,IND,Bat,5051,4,5055,1386282,BT6,NKM,TG,A1
14BS_TGA1_GR7IND,Telangana,Adilabad ,BANKA SAHADEV,M,53,ST,IND,Gas Cylinder,4780,7,4787,1386282,GR7,BS,TG,A1
14MC_TGA1_AH8IND,Telangana,Adilabad ,MOSALI CHINNAIAH,M,40,ST,IND,Almirah,8842,17,8859,1386282,AH8,MC,TG,A1
14NotA_TGA1_NA9NOTA,Telangana,Adilabad ,None of the Above,NULL,NULL,NULL,NOTA,NOTA,17021,63,17084,1386282,NA9,NotA,TG,A1
14BRJ_TGP2_BE3TDP,Telangana,Peddapalle ,BABU RAM JAMOR,M,42,SC,TDP,Bicycle,63174,160,63334,1425355,BE3,BRJ,TG,P2
14RL_TGP2_ET4BSP,Telangana,Peddapalle ,RATTAN LAL,M,37,SC,BSP,Elephant,9430,19,9449,1425355,ET4,RL,TG,P2
14S_TGP2_CR1TRS,Telangana,Peddapalle ,SUMAN,M,31,SC,TRS,Car,563214,2282,565496,1425355,CR1,S,TG,P2
14V_TGP2_HD2INC,Telangana,Peddapalle ,VIVEK,M,56,SC,INC,Hand,273441,897,274338,1425355,HD2,V,TG,P2
14AHSR_TGP2_TN10PPOI,Telangana,Peddapalle ,Adv. HARI SHANKAR RAJVANS,M,44,SC,PPOI,Television,9288,2,9290,1425355,TN10,AHSR,TG,P2
14ADSK_TGP2_SE11RPI,Telangana,Peddapalle ,AYUSHMAN DOCTOR SANJEEV KUMAR,M,37,SC,RPI,Sewing Machine,8609,0,8609,1425355,SE11,ADSK,TG,P2
14DKKVVVSR_TGP2_CS12BCUF,Telangana,Peddapalle ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,58,SC,BCUF,Chappals,2245,0,2245,1425355,CS12,DKKVVVSR,TG,P2
14KRRKR_TGP2_CR13NIP,Telangana,Peddapalle ,KANUMURU RAGHU RAMA KRISHNA RAJU,M,50,SC,NIP,Cup & Saucer,3020,0,3020,1425355,CR13,KRRKR,TG,P2
14DKKVVVSR_TGP2_RG14MaSP,Telangana,Peddapalle ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,42,SC,MaSP,Ring,3861,5,3866,1425355,RG14,DKKVVVSR,TG,P2
14VM_TGP2_AW5RP(K),Telangana,Peddapalle ,VELTHURU MALLAIAH,M,57,SC,RP(K),Auto- Rickshaw,45976,1,45977,1425355,AW5,VM,TG,P2
14YVRMRD_TGP2_SS15IND,Telangana,Peddapalle ,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,43,SC,IND,Scissors,2741,1,2742,1425355,SS15,YVRMRD,TG,P2
14V_TGP2_CN16IND,Telangana,Peddapalle ,VINAY,M,65,SC,IND,Ceiling Fan,3263,3,3266,1425355,CN16,V,TG,P2
14R_TGP2_GR7IND,Telangana,Peddapalle ,RAMESH,M,43,SC,IND,Gas Cylinder,2359,2,2361,1425355,GR7,R,TG,P2
14RD_TGP2_BH17IND,Telangana,Peddapalle ,RAMA DEVI,F,37,SC,IND,Battery Torch,9199,0,9199,1425355,BH17,RD,TG,P2
14MS_TGP2_CS18IND,Telangana,Peddapalle ,MEDA SRINIVAS,M,35,SC,IND,Candles,3698,1,3699,1425355,CS18,MS,TG,P2
14H_TGP2_BT6IND,Telangana,Peddapalle ,H.NARAYANA,M,30,SC,IND,Bat,7255,3,7258,1425355,BT6,H,TG,P2
14R_TGP2_AH8IND,Telangana,Peddapalle ,RAVI,M,33,SC,IND,Almirah,2671,3,2674,1425355,AH8,R,TG,P2
14NotA_TGP2_NA9NOTA,Telangana,Peddapalle ,None of the Above,NULL,NULL,NULL,NOTA,NOTA,5344,17,5361,1425355,NA9,NotA,TG,P2
14NRR_TGK3_LS19BJP,Telangana,Karimnagar ,NUTHAKKI RAMA RAO,M,73,GEN,BJP,Lotus,213836,992,214828,1550810,LS19,NRR,TG,K3
14PKS_TGK3_HD2INC,Telangana,Karimnagar ,PRABHAKAR KRUSHNAJI SATPAISE,M,47,GEN,INC,Hand,298386,2320,300706,1550810,HD2,PKS,TG,K3
14R_TGK3_CK20NCP,Telangana,Karimnagar ,RAVI,M,42,GEN,NCP,Clock,4768,1,4769,1550810,CK20,R,TG,K3
14BJVG_TGK3_ET4BSP,Telangana,Karimnagar ,B. JAYA VENU GOPAL,M,53,SC,BSP,Elephant,11289,39,11328,1550810,ET4,BJVG,TG,K3
14VK_TGK3_CR1TRS,Telangana,Karimnagar ,VINOD KUMAR,M,54,GEN,TRS,Car,503197,2161,505358,1550810,CR1,VK,TG,K3
14DV_TGK3_CT21BMUP,Telangana,Karimnagar ,DR.DHARMAIAH VENDAVETLA,M,61,SC,BMUP,Cot,3771,1,3772,1550810,CT21,DV,TG,K3
14KPR_TGK3_TN10PPOI,Telangana,Karimnagar ,K. PRABHAKARA REDDY,M,48,GEN,PPOI,Television,3942,1,3943,1550810,TN10,KPR,TG,K3
14DKKVVVSR_TGK3_CN16YSRCP,Telangana,Karimnagar ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,44,GEN,YSRCP,Ceiling Fan,3071,4,3075,1550810,CN16,DKKVVVSR,TG,K3
14RL_TGK3_CR13NIP,Telangana,Karimnagar ,RANAVENI LAKSHMAN,M,41,GEN,NIP,Cup & Saucer,2061,1,2062,1550810,CR13,RL,TG,K3
14MS_TGK3_SE11RPI(A),Telangana,Karimnagar ,MEDA SRINIVAS,M,46,SC,RPI(A),Sewing Machine,8033,1,8034,1550810,SE11,MS,TG,K3
14SM_TGK3_AW5WPOI,Telangana,Karimnagar ,SHAIK MAHMOOD,M,58,GEN,WPOI,Auto- Rickshaw,39300,8,39308,1550810,AW5,SM,TG,K3
14U_TGK3_BT6IND,Telangana,Karimnagar ,UPPULETI.LAXMAN,M,49,SC,IND,Bat,2445,0,2445,1550810,BT6,U,TG,K3
14PKS_TGK3_GE22IND,Telangana,Karimnagar ,PRABHAKAR KRUSHNAJI SATPAISE,M,45,GEN,IND,Gas Stove,4727,1,4728,1550810,GE22,PKS,TG,K3
14R_TGK3_BH17IND,Telangana,Karimnagar ,RAMESH,M,34,SC,IND,Battery Torch,1772,1,1773,1550810,BH17,R,TG,K3
14JLNY_TGK3_CT23IND,Telangana,Karimnagar ,JANGITE LAKSHMI NARASIMHA YADAV,M,26,GEN,IND,Coconut,2757,0,2757,1550810,CT23,JLNY,TG,K3
14MY_TGK3_KE24IND,Telangana,Karimnagar ,MOHAMMED YOUSUF,M,45,GEN,IND,Kite,6713,0,6713,1550810,KE24,MY,TG,K3
14DKKVVVSR_TGK3_CD25IND,Telangana,Karimnagar ,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,41,GEN,IND,Carrom Board,3851,0,3851,1550810,CD25,DKKVVVSR,TG,K3
14NotA_TGK3_NA9NOTA,Telangana,Karimnagar ,None of the Above,NULL,NULL,NULL,NOTA,NOTA,5722,12,5734,1550810,NA9,NotA,TG,K3
14L_TGN4_LS19BJP,Telangana,Nizamabad,LAKSHMI,M,51,GEN,BJP,Lotus,222876,2457,225333,1496193,LS19,L,TG,N4
14KK_TGN4_CR1TRS,Telangana,Nizamabad,KALVAKUNTLA KAVITHA,F,36,GEN,TRS,Car,435706,3601,439307,1496193,CR1,KK,TG,N4
14PGT_TGN4_ET4BSP,Telangana,Nizamabad,PEDDA GANGADHAR TALARI,M,46,SC,BSP,Elephant,7398,23,7421,1496193,ET4,PGT,TG,N4
14MGY_TGN4_HD2INC,Telangana,Nizamabad,MADHU GOUD YASKHI,M,56,GEN,INC,Hand,270948,1175,272123,1496193,HD2,MGY,TG,N4
14AWK_TGN4_CS12BCUF,Telangana,Nizamabad,ABDUL WAHID KHAN,M,39,GEN,BCUF,Chappals,4791,0,4791,1496193,CS12,AWK,TG,N4
14VVKUB_TGN4_TN10PPOI,Telangana,Nizamabad,VEERABHADRAPPA VEERAPPA KABBINADA URF BANDI,M,53,GEN,PPOI,Television,3649,2,3651,1496193,TN10,VVKUB,TG,N4
14AK_TGN4_AW5WPOI,Telangana,Nizamabad,AYUB KHAN,M,47,GEN,WPOI,Auto- Rickshaw,43738,76,43814,1496193,AW5,AK,TG,N4
14RS_TGN4_BM26AAAP,Telangana,Nizamabad,RAPELLY SRINIVAS,M,39,GEN,AAAP,Broom,2613,8,2621,1496193,BM26,RS,TG,N4
14MASPD_TGN4_CT21BMUP,Telangana,Nizamabad,MANOHAR Alias SAGAR PUNDLIKRAO DABRASE,M,32,SC,BMUP,Cot,1952,26,1978,1496193,CT21,MASPD,TG,N4
14R_TGN4_CN16YSRCP,Telangana,Nizamabad,RAVI,M,46,GEN,YSRCP,Ceiling Fan,3508,21,3529,1496193,CN16,R,TG,N4
14AAK_TGN4_BT6IND,Telangana,Nizamabad,AHMED ALI KHAN,M,44,GEN,IND,Bat,1599,2,1601,1496193,BT6,AAK,TG,N4
14PKS_TGN4_GE22IND,Telangana,Nizamabad,PRABHAKAR KRUSHNAJI SATPAISE,M,45,GEN,IND,Gas Stove,3988,2,3990,1496193,GE22,PKS,TG,N4
14KNN_TGN4_GR7IND,Telangana,Nizamabad,KOTAPATI NARSIMHAM NAIDU,M,56,GEN,IND,Gas Cylinder,2458,4,2462,1496193,GR7,KNN,TG,N4
14BSM_TGN4_CR13IND,Telangana,Nizamabad,B. S. MALLIKARJUNAIAH,M,66,GEN,IND,Cup & Saucer,2817,0,2817,1496193,CR13,BSM,TG,N4
14CV_TGN4_CT23IND,Telangana,Nizamabad,CHIRULINGADRULA VENKATESHAM,M,40,GEN,IND,Coconut,3091,0,3091,1496193,CT23,CV,TG,N4
14HBM_TGN4_AH8IND,Telangana,Nizamabad,H B MANJAPPA,M,49,ST,IND,Almirah,8129,0,8129,1496193,AH8,HBM,TG,N4
14NotA_TGN4_NA9NOTA,Telangana,Nizamabad,None of the Above,NULL,NULL,NULL,NOTA,NOTA,7244,22,7266,1496193,NA9,NotA,TG,N4
14B_TGZ5_CR1TRS,Telangana,Zahirabad,B.B.PATIL,M,58,GEN,TRS,Car,505983,2678,508661,1445354,CR1,B,TG,Z5
14MMR_TGZ5_BE3TDP,Telangana,Zahirabad,MADAN MOHAN RAO,M,44,GEN,TDP,Bicycle,156807,690,157497,1445354,BE3,MMR,TG,Z5
14MMSS_TGZ5_ET4BSP,Telangana,Zahirabad,MOHAMMAD MEHMOOD SYED SHAH,M,46,GEN,BSP,Elephant,8165,15,8180,1445354,ET4,MMSS,TG,Z5
14K_TGZ5_HD2INC,Telangana,Zahirabad,KUMAR,M,53,GEN,INC,Hand,362939,1091,364030,1445354,HD2,K,TG,Z5
14DSC_TGZ5_SE11RPI(A),Telangana,Zahirabad,DURGESH SINGH CHAUHAN,M,30,SC,RPI(A),Sewing Machine,18027,0,18027,1445354,SE11,DSC,TG,Z5
14M_TGZ5_CN16YSRCP,Telangana,Zahirabad,MOTIUDDIN,M,44,GEN,YSRCP,Ceiling Fan,12369,14,12383,1445354,CN16,M,TG,Z5
14K_TGZ5_BM26AAAP,Telangana,Zahirabad,KUMAR,M,53,GEN,AAAP,Broom,3270,15,3285,1445354,BM26,K,TG,Z5
14YVRMRD_TGZ5_SE27IND,Telangana,Zahirabad,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,45,GEN,IND,Slate,2321,2,2323,1445354,SE27,YVRMRD,TG,Z5
14BR_TGZ5_GS28IND,Telangana,Zahirabad,BENJAMIN RAJU,M,43,GEN,IND,Grapes,4802,2,4804,1445354,GS28,BR,TG,Z5
14NRR_TGZ5_BN29IND,Telangana,Zahirabad,NUTHAKKI RAMA RAO,M,45,GEN,IND,Balloon,4426,0,4426,1445354,BN29,NRR,TG,Z5
14NotA_TGZ5_NA9NOTA,Telangana,Zahirabad,None of the Above,NULL,NULL,NULL,NOTA,NOTA,11157,33,11190,1445354,NA9,NotA,TG,Z5
14S_TGM6_CR1TRS,Telangana,Medak,SEKHAR,M,60,GEN,TRS,Car,655484,2008,657492,1536166,CR1,S,TG,M6
14BNTABT_TGM6_LS19BJP,Telangana,Medak,BIPIN NATH TIWARI ALIAS BIPIN TIWARI,M,49,GEN,BJP,Lotus,181177,627,181804,1536166,LS19,BNTABT,TG,M6
14N.SG_TGM6_ET4BSP,Telangana,Medak,N . SHANKAR GOUD,M,50,GEN,BSP,Elephant,6633,10,6643,1536166,ET4,N.SG,TG,M6
14K_TGM6_HD2INC,Telangana,Medak,KUMAR,M,39,GEN,INC,Hand,260202,261,260463,1536166,HD2,K,TG,M6
14SA_TGM6_BN29MBT,Telangana,Medak,SHUKUR ALI,M,59,GEN,MBT,Balloon,5010,0,5010,1536166,BN29,SA,TG,M6
14KP_TGM6_SE11RPI(A),Telangana,Medak,KOMPELLI PRABHUDAS,M,48,SC,RPI(A),Sewing Machine,7599,0,7599,1536166,SE11,KP,TG,M6
14PP_TGM6_CN16YSRCP,Telangana,Medak,"PRABHUGOUD, PULLAIAHGARI",M,45,GEN,YSRCP,Ceiling Fan,11744,8,11752,1536166,CN16,PP,TG,M6
14BB_TGM6_TN10PPOI,Telangana,Medak,BOMMA BALESHAM,M,62,GEN,PPOI,Television,3296,1,3297,1536166,TN10,BB,TG,M6
14R_TGM6_CA30IND,Telangana,Medak,RAVI,M,40,GEN,IND,Camera,33507,0,33507,1536166,CA30,R,TG,M6
14BL_TGM6_BS31IND,Telangana,Medak,BANSI LAL,M,49,GEN,IND,Basket containing Fruits,3281,0,3281,1536166,BS31,BL,TG,M6
14SY_TGM6_CT23IND,Telangana,Medak,S.V.P. YADAV,M,47,GEN,IND,Coconut,2050,3,2053,1536166,CT23,SY,TG,M6
14BM_TGM6_CD25IND,Telangana,Medak,BALARAJU MITTAPALLY,M,43,GEN,IND,Carrom Board,2973,0,2973,1536166,CD25,BM,TG,M6
14YVRMRD_TGM6_CR13IND,Telangana,Medak,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,37,SC,IND,Cup & Saucer,4441,0,4441,1536166,CR13,YVRMRD,TG,M6
14NotA_TGM6_NA9NOTA,Telangana,Medak,None of the Above,NULL,NULL,NULL,NOTA,NOTA,10687,9,10696,1536166,NA9,NotA,TG,M6
14K_TGM7_ET4BSP,Telangana,Malkajgiri,KARUNAKAR.R,M,48,GEN,BSP,Elephant,6111,22,6133,3183083,ET4,K,TG,M7
14MMR_TGM7_BE3TDP,Telangana,Malkajgiri,M. MALLA REDDY,M,56,GEN,TDP,Bicycle,522423,933,523356,3183083,BE3,MMR,TG,M7
14H_TGM7_HD2INC,Telangana,Malkajgiri,H.NARAYANA,M,60,GEN,INC,Hand,232989,541,233530,3183083,HD2,H,TG,M7
14YVRMRD_TGM7_CR1TRS,Telangana,Malkajgiri,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,47,GEN,TRS,Car,493433,1757,495190,3183083,CR1,YVRMRD,TG,M7
14PN_TGM7_WE32LSP,Telangana,Malkajgiri,PRABHU NARAYAN,M,58,GEN,LSP,Whistle,157530,718,158248,3183083,WE32,PN,TG,M7
14AVB_TGM7_AW5SHP,Telangana,Malkajgiri,ANDUKURI VIJAYA BHASKAR,M,39,GEN,SHP,Auto- Rickshaw,7951,2,7953,3183083,AW5,AVB,TG,M7
14DKKVVVSR_TGM7_CN16YSRCP,Telangana,Malkajgiri,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,60,GEN,YSRCP,Ceiling Fan,114941,280,115221,3183083,CN16,DKKVVVSR,TG,M7
14RS_TGM7_AH8AIMIM,Telangana,Malkajgiri,REVU SUDHAKAR,M,28,GEN,AIMIM,Almirah,18535,9,18544,3183083,AH8,RS,TG,M7
14PSR_TGM7_GR7TLP,Telangana,Malkajgiri,PUNDRA SRINIVAS REDDY,M,39,GEN,TLP,Gas Cylinder,793,9,802,3183083,GR7,PSR,TG,M7
14VVKUB_TGM7_CS12JaSPa,Telangana,Malkajgiri,VEERABHADRAPPA VEERAPPA KABBINADA URF BANDI,M,39,GEN,JaSPa,Chappals,4088,7,4095,3183083,CS12,VVKUB,TG,M7
14M_TGM7_BW33SHS,Telangana,Malkajgiri,MURARI.T.N,M,60,GEN,SHS,Bow & Arrow,1388,2,1390,3183083,BW33,M,TG,M7
14SYP_TGM7_CS18BCBDP,Telangana,Malkajgiri,SATHYANARAYANA YAADAV PEDDIBOYINA,M,40,GEN,BCBDP,Candles,593,3,596,3183083,CS18,SYP,TG,M7
14SP_TGM7_BN34APRSSP,Telangana,Malkajgiri,SUTHARAPU PADMAIAH,M,60,GEN,APRSSP,Batsman,527,2,529,3183083,BN34,SP,TG,M7
14I_TGM7_BM26AAAP,Telangana,Malkajgiri,IMRAN,M,48,GEN,AAAP,Broom,8264,37,8301,3183083,BM26,I,TG,M7
14DKKVVVSR_TGM7_TN10PPOI,Telangana,Malkajgiri,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,50,GEN,PPOI,Television,2048,1,2049,3183083,TN10,DKKVVVSR,TG,M7
14A_TGM7_BT6IND,Telangana,Malkajgiri,ANJANEYULU.E,M,28,GEN,IND,Bat,2675,2,2677,3183083,BT6,A,TG,M7
14KS_TGM7_SE35IND,Telangana,Malkajgiri,KANTE SAYANNA,M,35,GEN,IND,Stethoscope,2260,1,2261,3183083,SE35,KS,TG,M7
14PR_TGM7_BS31IND,Telangana,Malkajgiri,PRITHVI RAJ,M,56,GEN,IND,Basket containing Fruits,1547,0,1547,3183083,BS31,PR,TG,M7
14BL_TGM7_AR36IND,Telangana,Malkajgiri,BANSI LAL,M,47,GEN,IND,Air Conditioner,1416,0,1416,3183083,AR36,BL,TG,M7
14B_TGM7_CR13IND,Telangana,Malkajgiri,BHARAT,M,28,GEN,IND,Cup & Saucer,1693,0,1693,3183083,CR13,B,TG,M7
14PK_TGM7_TE37IND,Telangana,Malkajgiri,PROF. K.NAGESHWAR,M,50,GEN,IND,Telephone,13037,202,13239,3183083,TE37,PK,TG,M7
14E_TGM7_LX38IND,Telangana,Malkajgiri,ESWARA,M,60,GEN,IND,Letter Box,1264,37,1301,3183083,LX38,E,TG,M7
14S_TGM7_HM39IND,Telangana,Malkajgiri,SATISH,M,32,GEN,IND,Harmonium,1325,0,1325,3183083,HM39,S,TG,M7
14PSGD_TGM7_WK40IND,Telangana,Malkajgiri,PARAVASTU SATYA GOPINATH DAS,M,62,GEN,IND,Walking Stick,411,0,411,3183083,WK40,PSGD,TG,M7
14YVRMRD_TGM7_BE41IND,Telangana,Malkajgiri,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,28,GEN,IND,Bottle,495,1,496,3183083,BE41,YVRMRD,TG,M7
14DB_TGM7_CA30IND,Telangana,Malkajgiri,DONTHULA BIKSHAPATHI,M,40,GEN,IND,Camera,5715,2,5717,3183083,CA30,DB,TG,M7
14RCM_TGM7_BH17IND,Telangana,Malkajgiri,RAHUL CHIMANBHAI MEHTA,M,48,GEN,IND,Battery Torch,897,2,899,3183083,BH17,RCM,TG,M7
14MR_TGM7_PS42IND,Telangana,Malkajgiri,METTA RAMARAO,M,28,GEN,IND,Pen Nib with Seven Rays,1031,1,1032,3183083,PS42,MR,TG,M7
14M_TGM7_GE22IND,Telangana,Malkajgiri,M.T.VARUGHESE,M,50,GEN,IND,Gas Stove,1025,1,1026,3183083,GE22,M,TG,M7
14DKKVVVSR_TGM7_SE27IND,Telangana,Malkajgiri,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,48,GEN,IND,Slate,775,0,775,3183083,SE27,DKKVVVSR,TG,M7
14NotA_TGM7_NA9NOTA,Telangana,Malkajgiri,None of the Above,NULL,NULL,NULL,NOTA,NOTA,8666,26,8692,3183083,NA9,NotA,TG,M7
14KY_TGS8_HD2INC,Telangana,Secundrabad,KUMAR Y,M,53,GEN,INC,Hand,183427,109,183536,1893741,HD2,KY,TG,S8
14TA_TGS8_ET4BSP,Telangana,Secundrabad,TARIQ ANWAR,M,47,GEN,BSP,Elephant,2856,7,2863,1893741,ET4,TA,TG,S8
14BD_TGS8_LS19BJP,Telangana,Secundrabad,BANDARU DATTATREYA,M,66,GEN,BJP,Lotus,437860,411,438271,1893741,LS19,BD,TG,S8
14T_TGS8_CR1TRS,Telangana,Secundrabad,T.BHEEMSEN,M,65,GEN,TRS,Car,143696,151,143847,1893741,CR1,T,TG,S8
14ASM_TGS8_BN29ABML(S),Telangana,Secundrabad,ABDUS SATTAR MUJAHED,M,48,GEN,ABML(S),Balloon,807,2,809,1893741,BN29,ASM,TG,S8
14K_TGS8_TN10pjdl,Telangana,Secundrabad,KUMAR,M,53,GEN,pjdl,Television,927,1,928,1893741,TN10,K,TG,S8
14KN_TGS8_LN43AIFB,Telangana,Secundrabad,KARANKOTE NARENDER,M,52,GEN,AIFB,Lion,474,0,474,1893741,LN43,KN,TG,S8
14K_TGS8_BT6sps,Telangana,Secundrabad,KUMAR,M,55,GEN,sps,Bat,547,0,547,1893741,BT6,K,TG,S8
14KSA_TGS8_IN44mmsp,Telangana,Secundrabad,KHAJA SIRAJUDDIN AZAZ,M,49,GEN,mmsp,Iron,957,2,959,1893741,IN44,KSA,TG,S8
14RM_TGS8_BM26AAAP,Telangana,Secundrabad,RATAN MANDAL,F,61,SC,AAAP,Broom,11162,22,11184,1893741,BM26,RM,TG,S8
14DK_TGS8_CS18RPI(KH),Telangana,Secundrabad,DEEPAK KUMAR,M,39,SC,RPI(KH),Candles,1813,0,1813,1893741,CS18,DK,TG,S8
14M_TGS8_KE24AIMIM,Telangana,Secundrabad,MOHAN,M,47,GEN,AIMIM,Kite,145095,25,145120,1893741,KE24,M,TG,S8
14MP_TGS8_AH8JAP,Telangana,Secundrabad,MALATHI P,F,29,GEN,JAP,Almirah,871,2,873,1893741,AH8,MP,TG,S8
14CM_TGS8_GR45SUCI,Telangana,Secundrabad,CH. MURAHARI,M,55,GEN,SUCI,Glass Tumbler,552,2,554,1893741,GR45,CM,TG,S8
14MA_TGS8_LR46IUML,Telangana,Secundrabad,MOHD AYUB,M,35,GEN,IUML,Ladder,784,2,786,1893741,LR46,MA,TG,S8
14KRRKR_TGS8_CT21BMUP,Telangana,Secundrabad,KANUMURU RAGHU RAMA KRISHNA RAJU,M,45,GEN,BMUP,Cot,1494,2,1496,1893741,CT21,KRRKR,TG,S8
14J_TGS8_SR47RSP,Telangana,Secundrabad,J.RAMULU,M,39,GEN,RSP,Spade & Stoker,2057,1,2058,1893741,SR47,J,TG,S8
14SS_TGS8_BH17PPOI,Telangana,Secundrabad,SHAKTHI SATYAVATHI,F,49,ST,PPOI,Battery Torch,638,0,638,1893741,BH17,SS,TG,S8
14KSY_TGS8_CS12JaSPa,Telangana,Secundrabad,K. SOMASHEKHAR YADAGIRI,M,42,GEN,JaSPa,Chappals,3688,3,3691,1893741,CS12,KSY,TG,S8
14SA_TGS8_CN16YSRCP,Telangana,Secundrabad,SADEK ALI,M,44,GEN,YSRCP,Ceiling Fan,45161,26,45187,1893741,CN16,SA,TG,S8
14M_TGS8_TT48ICSP,Telangana,Secundrabad,MOHAN,M,53,GEN,ICSP,Trumpet,2599,4,2603,1893741,TT48,M,TG,S8
14S_TGS8_AW5TECPI,Telangana,Secundrabad,SONU,M,29,SC,TECPI,Auto- Rickshaw,2310,1,2311,1893741,AW5,S,TG,S8
14YVRMRD_TGS8_PS42IND,Telangana,Secundrabad,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,43,GEN,IND,Pen Nib with Seven Rays,779,0,779,1893741,PS42,YVRMRD,TG,S8
14AR_TGS8_TE37IND,Telangana,Secundrabad,AVULA RANGANAYAKULU,M,60,GEN,IND,Telephone,1143,1,1144,1893741,TE37,AR,TG,S8
14MDO_TGS8_PT49IND,Telangana,Secundrabad,MICHAEL DANIEL OVELZ,M,41,GEN,IND,Pot,291,0,291,1893741,PT49,MDO,TG,S8
14AR_TGS8_GR7IND,Telangana,Secundrabad,ABUBAKAR RAHMANI,M,38,GEN,IND,Gas Cylinder,322,0,322,1893741,GR7,AR,TG,S8
14MY_TGS8_CT23IND,Telangana,Secundrabad,MOHAMMED YOUSUF,M,32,GEN,IND,Coconut,370,0,370,1893741,CT23,MY,TG,S8
14YVRMRD_TGS8_EE50IND,Telangana,Secundrabad,YALLA VENKATA RAMA MOHAN RAO (DORABABU),M,50,GEN,IND,Envelope,885,1,886,1893741,EE50,YVRMRD,TG,S8
14SMQ_TGS8_BD51IND,Telangana,Secundrabad,SYED MADANI QUADRI,M,53,GEN,IND,Bread,376,0,376,1893741,BD51,SMQ,TG,S8
14B_TGS8_CA30IND,Telangana,Secundrabad,B.SUBRAMANYAM,M,60,GEN,IND,Camera,2480,1,2481,1893741,CA30,B,TG,S8
14NotA_TGS8_NA9NOTA,Telangana,Secundrabad,None of the Above,NULL,NULL,NULL,NOTA,NOTA,6567,5,6572,1893741,NA9,NotA,TG,S8
14DKKVVVSR_TGH9_HD2INC,Telangana,Hyderabad,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,51,GEN,INC,Hand,49301,9,49310,1823217,HD2,DKKVVVSR,TG,H9
14DBR_TGH9_LS19BJP,Telangana,Hyderabad,Dr. BHAGAVANTH RAO,M,61,GEN,BJP,Lotus,311336,78,311414,1823217,LS19,DBR,TG,H9
14SRAC_TGH9_CR1TRS,Telangana,Hyderabad,SYED RASHID ALI CHAMAN,M,53,GEN,TRS,Car,37190,5,37195,1823217,CR1,SRAC,TG,H9
14BJVG_TGH9_ET4BSP,Telangana,Hyderabad,B. JAYA VENU GOPAL,M,30,SC,BSP,Elephant,3100,0,3100,1823217,ET4,BJVG,TG,H9
14AO_TGH9_KE24AIMIM,Telangana,Hyderabad,ASADUDDIN OWAISI,M,43,GEN,AIMIM,Kite,513777,91,513868,1823217,KE24,AO,TG,H9
14M_TGH9_BN34AIACP,Telangana,Hyderabad,MOTIUDDIN,M,45,GEN,AIACP,Batsman,1592,1,1593,1823217,BN34,M,TG,H9
14KJSPR_TGH9_BH17SP(I),Telangana,Hyderabad,KOTLA JAYA SURYA PRAKASH REDDY,F,49,GEN,SP(I),Battery Torch,598,0,598,1823217,BH17,KJSPR,TG,H9
14SR_TGH9_TN10PPOI,Telangana,Hyderabad,S. RAJASHEKAR,M,38,GEN,PPOI,Television,21796,0,21796,1823217,TN10,SR,TG,H9
14DKKVVVSR_TGH9_CN16YSRCP,Telangana,Hyderabad,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,M,36,GEN,YSRCP,Ceiling Fan,10735,8,10743,1823217,CN16,DKKVVVSR,TG,H9
